FLOW_ID,PROTOCOL_MAP,L4_SRC_PORT,IPV4_SRC_ADDR,L4_DST_PORT,IPV4_DST_ADDR,FIRST_SWITCHED,FLOW_DURATION_MILLISECONDS,LAST_SWITCHED,PROTOCOL,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,SRC_TOS,DST_TOS,TOTAL_FLOWS_EXP,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TOTAL_PKTS_EXP,TOTAL_BYTES_EXP,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,ANALYSIS_TIMESTAMP,ANOMALY,ALERT,ID
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,307,153730,153730,307,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,313,127986,127986,313,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,314,128216,128216,314,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,308,153796,153796,308,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,311,211725,211725,311,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,312,211908,211908,312,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,309,275021,275021,309,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,310,275706,275706,310,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,309,154522,154522,309,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,315,128318,128318,315,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,316,129012,129012,316,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,310,154588,154588,310,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,313,212568,212568,313,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,314,213228,213228,314,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,311,276216,276216,311,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,312,276726,276726,312,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,311,155138,155138,311,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,317,129114,129114,317,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,318,129600,129600,318,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,312,155204,155204,312,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,315,213669,213669,315,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,316,214110,214110,316,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,313,277210,277210,313,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,15898,314,277694,277694,314,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,313,155722,155722,313,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,319,129702,129702,319,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,320,129932,129932,320,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,15942,314,155788,155788,314,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,317,214298,214298,317,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,318,214486,214486,318,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,315,298119,298119,315,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,316,318544,318544,316,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,315,176258,176258,315,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,321,129998,129998,321,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,322,130100,130100,322,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,323,130762,130762,323,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,316,176324,176324,316,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,319,215107,215107,319,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,320,215728,215728,320,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,317,319037,319037,317,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,318,319530,319530,318,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,317,176858,176858,317,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,324,130864,130864,324,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,325,131318,131318,325,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,318,176924,176924,318,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,321,216148,216148,321,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,322,216568,216568,322,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,319,320029,320029,319,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,320,320528,320528,320,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,319,177458,177458,319,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,326,131420,131420,326,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,327,131634,131634,327,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,320,177524,177524,320,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,323,216744,216744,323,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,324,216920,216920,324,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,321,321013,321013,321,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,322,321498,321498,322,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,321,178058,178058,321,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,328,131736,131736,328,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,329,132126,132126,329,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,322,178124,178124,322,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,325,217276,217276,325,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,326,217632,217632,326,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,323,321902,321902,323,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,324,322306,322306,324,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,323,178562,178562,323,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,330,132228,132228,330,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,331,136250,136250,331,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,324,178628,178628,324,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,327,221613,221613,327,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,328,225594,225594,328,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,325,322724,322724,325,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,326,323142,323142,326,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,325,179082,179082,325,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,332,136352,136352,332,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,333,137510,137510,333,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,326,179148,179148,326,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,329,226713,226713,329,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,330,227832,227832,330,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,327,323564,323564,327,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,328,323986,323986,328,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,327,179618,179618,327,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,334,137612,137612,334,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,335,138354,138354,335,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,328,179684,179684,328,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,331,228539,228539,331,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,332,229246,229246,332,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,329,324475,324475,329,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,330,324964,324964,330,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,329,180218,180218,329,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,336,138456,138456,336,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,337,138910,138910,337,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,330,180284,180284,330,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,333,229664,229664,333,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,334,230082,230082,334,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,331,325454,325454,331,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,332,325944,325944,332,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,331,180818,180818,331,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,338,139012,139012,338,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,339,139178,139178,339,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,332,180884,180884,332,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,335,230203,230203,335,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,336,230324,230324,336,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,333,326140,326140,333,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,334,326336,326336,334,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,333,181114,181114,333,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,340,139280,139280,340,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,341,139990,139990,341,0,0,1719670059,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,334,181180,181180,334,0,0,1719670059,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,337,230989,230989,337,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,4000,1719670059,6,16,24571,24571,24571,24571,,,,,,1,66,24130,338,231654,231654,338,0,0,1719670059,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,335,327018,327018,335,0,0,1719670059,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,4000,1719670059,6,24,24571,24571,24571,24571,,,,,,1,130,20425,336,327700,327700,336,0,0,1719670059,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,4000,1719670059,6,24,8556,8556,8556,8556,,,,,,1,66,20470,335,181906,181906,335,0,0,1719670059,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,342,140092,140092,342,0,0,1719670059,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,4000,1719670059,6,24,4364,4364,4364,4364,,,,,,1,66,20070,343,140674,140674,343,0,0,1719670059,0,None,457817
