FLOW_ID,PROTOCOL_MAP,L4_SRC_PORT,IPV4_SRC_ADDR,L4_DST_PORT,IPV4_DST_ADDR,FIRST_SWITCHED,FLOW_DURATION_MILLISECONDS,LAST_SWITCHED,PROTOCOL,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,SRC_TOS,DST_TOS,TOTAL_FLOWS_EXP,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TOTAL_PKTS_EXP,TOTAL_BYTES_EXP,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,ANALYSIS_TIMESTAMP,ANOMALY,ALERT,ID
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,273,273,1,273,273,1,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,273,273,2,546,546,2,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,66,1,66,66,1,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,66,2,132,132,2,0,0,1719670055,0,None,379169
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,310,310,1,310,310,1,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,102,1,102,102,1,0,0,1719670055,0,None,457817
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,273,791,3,1337,1337,3,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,273,791,4,2128,2128,4,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,66,3,198,198,3,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,66,4,264,264,4,0,0,1719670055,0,None,379169
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,310,838,2,1148,1148,2,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,102,2,204,204,2,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,3,562,562,3,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,838,3,1214,1214,3,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,5,585,585,5,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,6,906,906,6,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,131,791,5,2259,2259,5,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,131,791,6,2390,2390,6,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,838,4,1380,1380,4,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,4,664,664,4,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,5,974,974,5,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,838,5,1446,1446,5,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,7,1177,1177,7,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,8,1448,1448,8,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,131,932,7,3322,3322,7,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,131,932,8,4254,4254,8,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,6,2412,2412,6,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,6,1076,1076,6,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,7,1274,1274,7,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,7,2478,2478,7,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,9,1599,1599,9,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,321,10,1750,1750,10,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,9,4384,4384,9,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,10,4514,4514,10,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,8,2644,2644,8,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,358,8,1376,1376,8,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,9,2118,2118,9,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,9,2710,2710,9,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,11,2455,2455,11,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,12,3160,3160,12,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,11,5133,5133,11,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,12,5752,5752,12,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,10,3372,3372,10,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,10,2220,2220,10,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,11,2562,2562,11,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,11,3438,3438,11,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,13,3464,3464,13,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,14,3768,3768,14,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,13,6201,6201,13,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,14,6650,6650,14,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,12,3924,3924,12,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,12,2664,2664,12,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,13,3150,3150,13,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,13,3990,3990,13,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,15,4214,4214,15,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,16,4660,4660,16,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,15,7205,7205,15,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,16,7760,7760,16,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,14,4588,4588,14,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,14,3252,3252,14,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,15,3882,3882,15,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,15,4654,4654,15,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,17,5251,5251,17,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,18,5842,5842,18,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,17,8218,8218,17,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,18,8676,8676,18,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,16,5156,5156,16,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,16,3984,3984,16,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,17,4406,4406,17,0,0,1719670055,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,17,5222,5222,17,0,0,1719670055,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,19,6217,6217,19,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,0,1719670055,6,16,24571,24571,24571,24571,,,,,,1,66,705,20,6592,6592,20,0,0,1719670055,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,19,9188,9188,19,0,0,1719670055,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,0,1719670055,6,24,24571,24571,24571,24571,,,,,,1,130,932,20,9700,9700,20,0,0,1719670055,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,0,1719670055,6,24,8556,8556,8556,8556,,,,,,1,66,966,18,5772,5772,18,0,0,1719670055,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,0,1719670055,6,24,4364,4364,4364,4364,,,,,,1,102,742,18,4508,4508,18,0,0,1719670055,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,102,742,19,5074,5074,19,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,966,19,5838,5838,19,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,21,7122,7122,21,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,22,7652,7652,22,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,932,21,10147,10147,21,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,932,22,10594,10594,22,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,966,20,6324,6324,20,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,102,742,20,5176,5176,20,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,102,742,21,5566,5566,21,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,966,21,6390,6390,21,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,23,7997,7997,23,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,24,8342,8342,24,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,23,12908,12908,23,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,24,15222,15222,24,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,22,8748,8748,22,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,22,5632,5632,22,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,23,5734,5734,23,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,24,6204,6204,24,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,23,8814,8814,23,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,25,8763,8763,25,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,26,9184,9184,26,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,25,15802,15802,25,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,26,16382,16382,26,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,24,9428,9428,24,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,25,6306,6306,25,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,26,6760,6760,26,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,25,9494,9494,25,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,27,9593,9593,27,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,28,10002,10002,28,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,27,16884,16884,27,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,28,17386,17386,28,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,26,10044,10044,26,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,27,6862,6862,27,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,28,7044,7044,28,0,0,1719670056,0,None,457817
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,27,10110,10110,27,0,0,1719670056,0,None,205060
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,29,10135,10135,29,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-39668-40769-6,TCP,39668,127.0.0.1,40769,127.0.0.1,1719670055,1000,1719670056,6,16,24571,24571,24571,24571,,,,,,1,66,705,30,10268,10268,30,0,0,1719670056,0,None,379169
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,29,17876,17876,29,0,0,1719670056,0,None,177409
127.0.0.1-127.0.0.1-40769-39668-6,TCP,40769,127.0.0.1,39668,127.0.0.1,1719670055,1000,1719670056,6,24,24571,24571,24571,24571,,,,,,1,130,2314,30,18366,18366,30,0,0,1719670056,0,None,177409
10.0.5.2-192.168.220.135-23001-39556-6,TCP,23001,10.0.5.2,39556,192.168.220.135,1719670055,1000,1719670056,6,24,8556,8556,8556,8556,,,,,,1,66,2358,28,10644,10644,28,0,0,1719670056,0,None,205060
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,742,29,7146,7146,29,0,0,1719670056,0,None,457817
192.168.220.135-10.0.5.2-39556-23001-6,TCP,39556,192.168.220.135,23001,10.0.5.2,1719670055,1000,1719670056,6,24,4364,4364,4364,4364,,,,,,1,66,2262,30,9408,9408,30,0,0,1719670056,0,None,457817
